Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,LogFare,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
0,3,11.0,4,2,31.275,7,0,3.4742929367327062,0,0,1,1,0,0,0,0,0,0,0
1,2,32.0,1,0,26.0,2,0,3.295836866004329,1,0,1,0,1,0,0,0,1,0,0
0,1,50.0,1,0,106.425,2,0,4.676792929661059,1,0,0,0,1,0,0,0,0,1,0
0,1,64.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,0,0,0,1
1,2,19.0,1,0,26.0,2,0,3.295836866004329,0,0,1,0,0,1,0,0,1,0,0
1,2,28.0,0,0,13.8625,1,1,2.6988412620169004,1,0,0,0,1,0,0,0,1,0,0
0,3,33.0,1,1,20.525,3,0,3.0692150503137943,1,0,1,0,1,0,0,0,1,0,0
1,2,8.0,1,1,36.75,3,0,3.6309854756950335,1,0,1,0,0,0,0,0,0,0,0
1,1,17.0,0,2,110.8833,3,0,4.717456363787216,1,0,0,0,1,0,0,1,0,0,0
0,2,27.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.8292,1,1,2.17806441028492,1,1,0,0,1,0,0,0,1,0,0
1,3,22.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,1,0,0
1,3,22.0,0,0,7.775,1,1,2.1719067693519296,0,0,1,1,0,0,0,0,1,0,0
0,1,62.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,0,0,1
1,1,48.0,1,0,39.6,2,0,3.703768066607687,0,0,0,0,0,0,1,0,0,1,0
0,1,28.0,0,0,227.525,1,1,5.4316456135398825,1,0,0,0,1,0,0,0,1,0,0
1,1,39.0,1,1,79.65,3,0,4.390118804571218,0,0,1,0,0,1,0,0,0,1,0
1,3,36.0,1,0,17.4,2,0,2.91235066461494,0,0,1,0,0,1,0,0,0,1,0
0,3,28.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
0,3,40.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,0,1,0
0,2,28.0,0,0,13.5,1,1,2.6741486494265287,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,0,0,1,1,0,0,0,0,1,0,0
0,3,24.0,2,0,24.15,3,0,3.224857896545748,1,0,1,0,1,0,0,0,1,0,0
0,3,19.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,3,29.0,0,4,21.075,5,0,3.0944457464900235,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,0,0,7.2292,1,1,2.1076888046179385,1,0,0,0,1,0,0,0,1,0,0
1,3,32.0,0,0,7.8542,1,1,2.180891922715322,1,0,1,0,1,0,0,0,1,0,0
1,2,62.0,0,0,10.5,1,1,2.4423470353692043,1,0,1,0,1,0,0,0,0,0,1
1,1,53.0,2,0,51.4792,3,0,3.960416900617205,0,0,1,0,0,1,0,0,0,1,0
1,1,36.0,0,0,26.3875,1,1,3.3100867049215847,1,0,1,0,1,0,0,0,0,1,0
1,3,28.0,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
0,3,16.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,1,0,0,0
0,3,19.0,0,0,14.5,1,1,2.740840023925201,1,0,1,0,1,0,0,0,1,0,0
1,2,34.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,1,0,0
1,1,39.0,1,0,55.9,2,0,4.041295341132285,0,0,1,0,0,1,0,0,0,1,0
0,3,28.0,1,0,14.4583,2,0,2.738146075922933,0,0,0,0,0,1,0,0,1,0,0
1,3,32.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,1,0,0
1,2,25.0,1,1,30.0,3,0,3.4339872044851463,0,0,1,1,0,0,0,0,1,0,0
1,1,39.0,1,1,110.8833,3,0,4.717456363787216,0,0,0,0,0,1,0,0,0,1,0
0,2,54.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,0,0,1,0
0,1,36.0,0,0,40.125,1,1,3.716616209085536,1,0,0,0,1,0,0,0,0,1,0
0,3,28.0,0,0,8.7125,1,1,2.2734137156937657,1,0,0,0,1,0,0,0,1,0,0
1,1,18.0,0,2,79.65,3,0,4.390118804571218,0,0,1,1,0,0,0,1,0,0,0
0,2,47.0,0,0,15.0,1,1,2.772588722239781,1,0,1,0,1,0,0,0,0,1,0
1,1,60.0,1,1,79.2,3,0,4.384523514872469,1,0,0,0,1,0,0,0,0,1,0
0,3,22.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,3,35.0,0,0,7.125,1,1,2.094945728215801,1,0,1,0,1,0,0,0,1,0,0
1,1,52.0,1,0,78.2667,2,0,4.37281811610993,0,0,0,0,0,1,0,0,0,1,0
0,3,47.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,0,1,0
0,3,28.0,0,2,7.75,3,0,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
0,2,37.0,1,0,26.0,2,0,3.295836866004329,1,0,1,0,1,0,0,0,0,1,0
0,3,36.0,1,1,24.15,3,0,3.224857896545748,1,0,1,0,1,0,0,0,0,1,0
1,2,28.0,0,0,33.0,1,1,3.5263605246161616,0,0,1,1,0,0,0,0,1,0,0
0,3,49.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,0,1,0
0,3,28.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,1,0,0
1,1,49.0,1,0,56.9292,2,0,4.0592215752427645,1,0,0,0,0,0,1,0,0,1,0
1,2,24.0,2,1,27.0,4,0,3.332204510175204,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,1,28.0,0,0,42.4,1,1,3.770459441106359,1,0,1,0,1,0,0,0,1,0,0
0,3,44.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,0,1,0
1,1,35.0,0,0,26.55,1,1,3.3160025355989236,1,0,0,0,1,0,0,0,1,0,0
0,3,36.0,1,0,15.55,2,0,2.806386101823072,1,0,1,0,1,0,0,0,0,1,0
0,3,30.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,1,27.0,0,0,30.5,1,1,3.449987545831587,1,0,1,0,1,0,0,0,1,0,0
1,2,22.0,1,2,41.5792,4,0,3.7513658711253766,0,0,0,0,0,1,0,0,1,0,0
1,1,40.0,0,0,153.4625,1,1,5.039951348430309,0,0,1,1,0,0,0,0,0,1,0
0,3,39.0,1,5,31.275,7,0,3.4742929367327062,0,0,1,0,0,1,0,0,0,1,0
0,3,28.0,0,0,7.05,1,1,2.0856720914304723,1,0,1,0,1,0,0,0,1,0,0
1,3,28.0,1,0,15.5,2,0,2.803360380906535,0,1,0,1,0,0,0,0,1,0,0
0,3,28.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
0,3,35.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,2,24.0,1,2,65.0,4,0,4.189654742026425,0,0,1,1,0,0,0,0,1,0,0
0,3,34.0,1,1,14.4,3,0,2.7343675094195836,1,0,1,0,1,0,0,0,1,0,0
0,3,26.0,1,0,16.1,2,0,2.8390784635086144,0,0,1,0,0,1,0,0,1,0,0
1,2,4.0,2,1,39.0,4,0,3.6888794541139363,0,0,1,1,0,0,0,0,0,0,0
0,2,26.0,0,0,10.5,1,1,2.4423470353692043,1,0,1,0,1,0,0,0,1,0,0
0,3,27.0,1,0,14.4542,2,0,2.737880811060884,1,0,0,0,1,0,0,0,1,0,0
1,1,42.0,1,0,52.5542,2,0,3.9806942251907276,1,0,1,0,1,0,0,0,0,1,0
1,3,20.0,1,1,15.7417,3,0,2.817902613071225,1,0,0,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.8542,1,1,2.180891922715322,1,0,1,0,1,0,0,0,1,0,0
0,3,21.0,0,0,16.1,1,1,2.8390784635086144,1,0,1,0,1,0,0,0,1,0,0
0,1,61.0,0,0,32.3208,1,1,3.5061818266142577,1,0,1,0,1,0,0,0,0,0,1
0,2,57.0,0,0,12.35,1,1,2.5915163848462583,1,1,0,0,0,0,1,0,0,1,0
1,1,21.0,0,0,77.9583,1,1,4.368919865004903,0,0,1,1,0,0,0,0,1,0,0
0,3,26.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.7333,1,1,2.167143305297764,1,1,0,0,1,0,0,0,1,0,0
1,1,80.0,0,0,30.0,1,1,3.4339872044851463,1,0,1,0,1,0,0,0,0,0,1
0,3,51.0,0,0,7.0542,1,1,2.086193694502369,1,0,1,0,1,0,0,0,0,1,0
1,1,32.0,0,0,30.5,1,1,3.449987545831587,1,0,0,0,0,0,1,0,1,0,0
0,1,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
0,3,9.0,3,2,27.9,6,0,3.3638415951183864,0,0,1,1,0,0,0,0,0,0,0
1,2,28.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,1,0,0
0,3,32.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,1,0,0
0,2,31.0,1,1,26.25,3,0,3.305053521109253,1,0,1,0,1,0,0,0,1,0,0
0,3,41.0,0,5,39.6875,6,0,3.705920919968788,0,0,1,0,0,1,0,0,0,1,0
0,3,28.0,1,0,16.1,2,0,2.8390784635086144,1,0,1,0,1,0,0,0,1,0,0
0,3,20.0,0,0,7.8542,1,1,2.180891922715322,1,0,1,0,1,0,0,0,1,0,0
1,1,24.0,0,0,69.3,1,1,4.252771798816619,0,0,0,1,0,0,0,0,1,0,0
0,3,2.0,3,2,27.9,6,0,3.3638415951183864,0,0,1,1,0,0,0,0,0,0,0
1,3,28.0,0,0,56.4958,1,1,4.05171190165724,1,0,1,0,1,0,0,0,1,0,0
1,3,0.75,2,1,19.2583,4,0,3.0085645861193133,0,0,0,1,0,0,0,0,0,0,0
1,1,48.0,1,0,76.7292,2,0,4.353230991152628,1,0,0,0,1,0,0,0,0,1,0
0,3,19.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,1,56.0,0,0,35.5,1,1,3.597312260588446,1,0,0,0,0,0,1,0,0,1,0
0,3,28.0,0,0,7.55,1,1,2.145931282948669,1,0,1,0,1,0,0,0,1,0,0
1,3,23.0,0,0,7.55,1,1,2.145931282948669,0,0,1,1,0,0,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,2,18.0,0,1,23.0,2,0,3.1780538303479458,0,0,1,1,0,0,0,1,0,0,0
0,3,21.0,0,0,8.4333,1,1,2.2442459824059346,1,0,1,0,1,0,0,0,1,0,0
1,3,28.0,0,0,7.8292,1,1,2.17806441028492,0,1,0,1,0,0,0,0,1,0,0
0,3,18.0,0,0,6.75,1,1,2.0476928433652555,0,1,0,1,0,0,0,1,0,0,0
0,2,24.0,2,0,73.5,3,0,4.310799125385514,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,3,32.0,1,1,15.5,3,0,2.803360380906535,0,1,0,0,0,1,0,0,1,0,0
0,2,23.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,1,58.0,0,2,113.275,3,0,4.738607824217808,1,0,0,0,1,0,0,0,0,1,0
1,1,50.0,2,0,133.65,3,0,4.902678819257608,1,0,1,0,0,0,1,0,0,1,0
0,3,40.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,0,1,0
0,1,47.0,0,0,25.5875,1,1,3.2804411805263554,1,0,1,0,1,0,0,0,0,1,0
0,3,36.0,0,0,7.4958,1,1,2.139571923732859,1,0,1,0,1,0,0,0,0,1,0
1,3,20.0,1,0,7.925,2,0,2.188856327665703,1,0,1,0,1,0,0,0,1,0,0
0,2,32.0,2,0,73.5,3,0,4.310799125385514,1,0,1,0,1,0,0,0,1,0,0
0,2,25.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,0,1,0,0
0,3,43.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,0,1,0
1,1,28.0,1,0,52.0,2,0,3.970291913552122,0,0,1,0,0,1,0,0,1,0,0
1,2,40.0,1,1,39.0,3,0,3.6888794541139363,0,0,1,0,0,1,0,0,0,1,0
0,1,31.0,1,0,52.0,2,0,3.970291913552122,1,0,1,0,1,0,0,0,1,0,0
0,2,70.0,0,0,10.5,1,1,2.4423470353692043,1,0,1,0,1,0,0,0,0,0,1
1,2,31.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,2,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
0,3,18.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,1,0,0,0
0,3,24.5,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,3,18.0,0,0,9.8417,1,1,2.3833998102837652,0,0,1,1,0,0,0,1,0,0,0
0,3,43.0,1,6,46.9,8,0,3.8691155044168695,0,0,1,0,0,1,0,0,0,1,0
1,1,36.0,0,1,512.3292,2,0,6.240917354759096,1,0,0,0,1,0,0,0,0,1,0
0,3,28.0,0,0,8.1375,1,1,2.212386825075897,0,1,0,1,0,0,0,0,1,0,0
1,1,27.0,0,0,76.7292,1,1,4.353230991152628,1,0,0,0,1,0,0,0,1,0,0
0,3,20.0,0,0,9.225,1,1,2.3248357019288655,1,0,1,0,1,0,0,0,1,0,0
0,3,14.0,5,2,46.9,8,0,3.8691155044168695,1,0,1,0,1,0,0,1,0,0,0
0,2,60.0,1,1,39.0,3,0,3.6888794541139363,1,0,1,0,1,0,0,0,0,1,0
0,2,25.0,1,2,41.5792,4,0,3.7513658711253766,1,0,0,0,1,0,0,0,1,0,0
0,3,14.0,4,1,39.6875,6,0,3.705920919968788,1,0,1,0,1,0,0,1,0,0,0
0,3,19.0,0,0,10.1708,1,1,2.4133032309283076,1,0,1,0,1,0,0,0,1,0,0
0,3,18.0,0,0,7.7958,1,1,2.174274334826008,1,0,1,0,1,0,0,1,0,0,0
1,1,15.0,0,1,211.3375,2,0,5.35817698994543,0,0,1,1,0,0,0,1,0,0,0
1,1,31.0,1,0,57.0,2,0,4.060443010546419,1,0,1,0,1,0,0,0,1,0,0
1,3,4.0,0,1,13.4167,2,0,2.668387256845834,0,0,0,1,0,0,0,0,0,0,0
1,3,28.0,0,0,56.4958,1,1,4.05171190165724,1,0,1,0,1,0,0,0,1,0,0
0,3,25.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,1,0,0
0,1,60.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,0,0,1,0,0,1,0
0,2,52.0,0,0,13.5,1,1,2.6741486494265287,1,0,1,0,1,0,0,0,0,1,0
0,3,44.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,0,1,0
1,3,28.0,0,0,7.7333,1,1,2.167143305297764,0,1,0,1,0,0,0,0,1,0,0
0,1,49.0,1,1,110.8833,3,0,4.717456363787216,1,0,0,0,1,0,0,0,0,1,0
0,3,42.0,0,0,7.65,1,1,2.157559320943788,1,0,1,0,1,0,0,0,0,1,0
1,1,18.0,1,0,227.525,2,0,5.4316456135398825,0,0,0,0,0,1,0,1,0,0,0
1,1,35.0,0,0,26.2875,1,1,3.3064287218760624,1,0,1,0,1,0,0,0,1,0,0
0,3,18.0,0,1,14.4542,2,0,2.737880811060884,0,0,0,1,0,0,0,1,0,0,0
0,3,25.0,0,0,7.7417,1,1,2.1681046787623672,1,1,0,0,1,0,0,0,1,0,0
0,3,26.0,1,0,7.8542,2,0,2.180891922715322,1,0,1,0,1,0,0,0,1,0,0
0,2,39.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,0,0,1,0
1,2,45.0,0,0,13.5,1,1,2.6741486494265287,0,0,1,0,0,1,0,0,0,1,0
1,1,42.0,0,0,26.2875,1,1,3.3064287218760624,1,0,1,0,1,0,0,0,0,1,0
1,1,22.0,0,0,151.55,1,1,5.027492411162679,0,0,1,1,0,0,0,0,1,0,0
1,3,28.0,1,1,15.2458,3,0,2.7878344138303452,1,0,0,0,0,0,0,0,1,0,0
1,1,24.0,0,0,49.5042,1,1,3.922056501139853,0,0,0,1,0,0,0,0,1,0,0
0,1,28.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,1,0,0
1,1,48.0,1,0,52.0,2,0,3.970291913552122,1,0,1,0,1,0,0,0,0,1,0
0,3,29.0,0,0,9.4833,1,1,2.3497835148230464,1,0,1,0,1,0,0,0,1,0,0
0,2,52.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
0,3,19.0,0,0,7.65,1,1,2.157559320943788,1,0,1,0,1,0,0,0,1,0,0
1,1,38.0,0,0,227.525,1,1,5.4316456135398825,0,0,0,1,0,0,0,0,0,1,0
1,2,27.0,0,0,10.5,1,1,2.4423470353692043,0,0,1,1,0,0,0,0,1,0,0
0,3,28.0,0,0,15.5,1,1,2.803360380906535,1,1,0,0,1,0,0,0,1,0,0
0,3,33.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,0,1,0,0
1,2,6.0,0,1,33.0,2,0,3.5263605246161616,0,0,1,1,0,0,0,0,0,0,0
0,3,17.0,1,0,7.0542,2,0,2.086193694502369,1,0,1,0,1,0,0,1,0,0,0
0,2,34.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,2,50.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
1,1,27.0,1,0,53.1,2,0,3.9908341858524357,1,0,1,0,1,0,0,0,1,0,0
0,3,20.0,0,0,8.6625,1,1,2.2682524139135403,1,0,1,0,1,0,0,0,1,0,0
1,2,30.0,3,0,21.0,4,0,3.091042453358316,0,0,1,0,0,1,0,0,1,0,0
1,3,28.0,0,0,7.7375,1,1,2.1676241075599285,0,1,0,1,0,0,0,0,1,0,0
0,2,25.0,1,0,26.0,2,0,3.295836866004329,1,0,1,0,1,0,0,0,1,0,0
0,3,25.0,1,0,7.925,2,0,2.188856327665703,0,0,1,1,0,0,0,0,1,0,0
1,1,29.0,0,0,211.3375,1,1,5.35817698994543,0,0,1,1,0,0,0,0,1,0,0
0,3,11.0,0,0,18.7875,1,1,2.9850504252071306,1,0,0,0,1,0,0,0,0,0,0
0,2,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
0,2,23.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,2,23.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,3,28.5,0,0,16.1,1,1,2.8390784635086144,1,0,1,0,1,0,0,0,1,0,0
0,3,48.0,1,3,34.375,5,0,3.5660053559634015,0,0,1,0,0,1,0,0,0,1,0
1,1,35.0,0,0,512.3292,1,1,6.240917354759096,1,0,0,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,1,28.0,0,0,30.0,1,1,3.4339872044851463,1,0,1,0,1,0,0,0,1,0,0
0,1,36.0,1,0,78.85,2,0,4.380149874661021,1,0,1,0,1,0,0,0,0,1,0
1,1,21.0,2,2,262.375,5,0,5.5735788721243535,0,0,0,1,0,0,0,0,1,0,0
0,3,24.0,1,0,16.1,2,0,2.8390784635086144,1,0,1,0,1,0,0,0,1,0,0
1,3,31.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,1,0,0
0,1,70.0,1,1,71.0,3,0,4.276666119016055,1,0,1,0,0,0,1,0,0,0,1
0,3,16.0,1,1,20.25,3,0,3.056356895370426,1,0,1,0,1,0,0,1,0,0,0
1,2,30.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,1,0,0
0,1,19.0,1,0,53.1,2,0,3.9908341858524357,1,0,1,0,1,0,0,0,1,0,0
0,3,31.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
1,2,4.0,1,1,23.0,3,0,3.1780538303479458,0,0,1,1,0,0,0,0,0,0,0
1,3,6.0,0,1,12.475,2,0,2.600836116795061,1,0,1,0,0,0,0,0,0,0,0
0,3,33.0,0,0,9.5,1,1,2.3513752571634776,1,0,1,0,1,0,0,0,1,0,0
0,3,23.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,2,48.0,1,2,65.0,4,0,4.189654742026425,0,0,1,0,0,1,0,0,0,1,0
1,2,0.67,1,1,14.5,3,0,2.740840023925201,1,0,1,0,0,0,0,0,0,0,0
0,3,28.0,0,0,7.7958,1,1,2.174274334826008,1,0,1,0,1,0,0,0,1,0,0
0,2,18.0,0,0,11.5,1,1,2.5257286443082556,1,0,1,0,1,0,0,1,0,0,0
0,3,34.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,1,33.0,0,0,86.5,1,1,4.471638793363569,0,0,1,0,0,0,1,0,1,0,0
0,3,28.0,0,0,14.5,1,1,2.740840023925201,1,0,1,0,1,0,0,0,1,0,0
0,3,41.0,0,0,7.125,1,1,2.094945728215801,1,0,1,0,1,0,0,0,0,1,0
1,3,20.0,0,0,7.2292,1,1,2.1076888046179385,1,0,0,0,1,0,0,0,1,0,0
1,1,36.0,1,2,120.0,4,0,4.795790545596741,0,0,1,0,0,1,0,0,0,1,0
0,3,16.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,1,0,0,0
1,1,51.0,1,0,77.9583,2,0,4.368919865004903,0,0,1,0,0,1,0,0,0,1,0
0,1,28.0,0,0,39.6,1,1,3.703768066607687,1,0,0,0,0,0,1,0,1,0,0
0,3,30.5,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
0,3,28.0,1,0,24.15,2,0,3.224857896545748,1,1,0,0,1,0,0,0,1,0,0
0,3,32.0,0,0,8.3625,1,1,2.236712348843338,1,0,1,0,1,0,0,0,1,0,0
0,3,24.0,0,0,9.5,1,1,2.3513752571634776,1,0,1,0,1,0,0,0,1,0,0
0,3,48.0,0,0,7.8542,1,1,2.180891922715322,1,0,1,0,1,0,0,0,0,1,0
0,2,57.0,0,0,10.5,1,1,2.4423470353692043,0,0,1,0,0,1,0,0,0,1,0
0,3,28.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,1,0,0
1,2,54.0,1,3,23.0,5,0,3.1780538303479458,0,0,1,0,0,1,0,0,0,1,0
0,3,18.0,0,0,7.75,1,1,2.169053700369523,1,0,1,0,1,0,0,1,0,0,0
0,3,28.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
1,3,5.0,0,0,12.475,1,1,2.600836116795061,0,0,1,1,0,0,0,0,0,0,0
0,3,28.0,0,0,7.7375,1,1,2.1676241075599285,1,1,0,0,1,0,0,0,1,0,0
1,1,43.0,0,1,211.3375,2,0,5.35817698994543,0,0,1,0,0,1,0,0,0,1,0
1,3,13.0,0,0,7.2292,1,1,2.1076888046179385,0,0,0,1,0,0,0,1,0,0,0
1,1,17.0,1,0,57.0,2,0,4.060443010546419,0,0,1,0,0,1,0,1,0,0,0
0,1,29.0,0,0,30.0,1,1,3.4339872044851463,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,1,2,23.45,4,0,3.196630215920881,1,0,1,0,1,0,0,0,1,0,0
0,3,25.0,0,0,7.05,1,1,2.0856720914304723,1,0,1,0,1,0,0,0,1,0,0
0,3,25.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,1,0,0
1,3,18.0,0,0,7.4958,1,1,2.139571923732859,0,0,1,1,0,0,0,1,0,0,0
0,3,8.0,4,1,29.125,6,0,3.405355391810819,1,1,0,0,0,0,0,0,0,0,0
1,3,1.0,1,2,20.575,4,0,3.0715352369694915,1,0,1,0,0,0,0,0,0,0,0
0,1,46.0,0,0,79.2,1,1,4.384523514872469,1,0,0,0,1,0,0,0,0,1,0
0,3,28.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
0,2,16.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,1,0,0,0
0,3,28.0,8,2,69.55,11,0,4.256321678298823,0,0,1,1,0,0,0,0,1,0,0
0,1,28.0,0,0,30.6958,1,1,3.4561841799918147,1,0,0,0,1,0,0,0,1,0,0
0,3,25.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,2,39.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
1,1,49.0,0,0,25.9292,1,1,3.2932111997353943,0,0,1,0,0,0,1,0,0,1,0
1,3,31.0,0,0,8.6833,1,1,2.270402752283094,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,0,0,7.2292,1,1,2.1076888046179385,1,0,0,0,1,0,0,0,1,0,0
0,3,30.0,1,1,24.15,3,0,3.224857896545748,0,0,1,0,0,1,0,0,1,0,0
0,2,34.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
1,2,31.0,1,1,26.25,3,0,3.305053521109253,0,0,1,0,0,1,0,0,1,0,0
1,1,11.0,1,2,120.0,4,0,4.795790545596741,1,0,1,0,0,0,0,0,0,0,0
1,3,0.42,0,1,8.5167,2,0,2.2530481500547457,1,0,0,0,0,0,0,0,0,0,0
1,3,27.0,0,0,6.975,1,1,2.076311648670908,1,0,1,0,1,0,0,0,1,0,0
0,3,31.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,0,1,0,0
0,1,39.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,0,1,0
0,3,18.0,0,0,7.775,1,1,2.1719067693519296,0,0,1,1,0,0,0,1,0,0,0
0,2,39.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
1,1,33.0,1,0,53.1,2,0,3.9908341858524357,0,0,1,0,0,1,0,0,1,0,0
0,3,26.0,0,0,7.8875,1,1,2.184645795129359,1,0,1,0,1,0,0,0,1,0,0
0,3,39.0,0,0,24.15,1,1,3.224857896545748,1,0,1,0,1,0,0,0,0,1,0
0,2,35.0,0,0,10.5,1,1,2.4423470353692043,1,0,1,0,1,0,0,0,1,0,0
0,3,6.0,4,2,31.275,7,0,3.4742929367327062,0,0,1,1,0,0,0,0,0,0,0
0,3,30.5,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
